boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,estimator_mode,test_id,cfg_alpha,cfg_beta,cfg_gate_m,cfg_min_dt_s,cfg_max_reject,cfg_preset_id,predict_hold_count,fw_version,schema_version
boot_a1b2c3d4,10,1000,2026-08-15T14:34:01.000,RAW,50.078,50.078,10,VALID,RAW,1,11,0,1000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,11,1100,2026-08-15T14:34:01.100,RAW,50.17,50.17,10,VALID,RAW,1,12,0,1100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,12,1200,2026-08-15T14:34:01.200,RAW,50.019,50.019,10,VALID,RAW,1,13,0,1200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,13,1300,2026-08-15T14:34:01.300,RAW,50.016,50.016,10,VALID,RAW,1,14,0,1300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,14,1400,2026-08-15T14:34:01.400,RAW,50.107,50.107,10,VALID,RAW,1,15,0,1400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,15,1500,2026-08-15T14:34:01.500,RAW,50.09,50.09,10,VALID,RAW,1,16,0,1500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,16,1600,2026-08-15T14:34:01.600,RAW,49.993,49.993,10,VALID,RAW,1,17,0,1600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,17,1700,2026-08-15T14:34:01.700,RAW,50.021,50.021,10,VALID,RAW,1,18,0,1700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,18,1800,2026-08-15T14:34:01.800,RAW,49.852,49.852,10,VALID,RAW,1,19,0,1800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,19,1900,2026-08-15T14:34:01.900,RAW,50.074,50.074,10,VALID,RAW,1,20,0,1900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,20,2000,2026-08-15T14:34:02.000,RAW,0.0,,10,INVALID,RAW,0,0,21,1900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,21,2100,2026-08-15T14:34:02.100,RAW,50.132,50.132,10,VALID,RAW,1,22,0,2100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,22,2200,2026-08-15T14:34:02.200,RAW,49.938,49.938,10,VALID,RAW,1,23,0,2200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,23,2300,2026-08-15T14:34:02.300,RAW,50.086,50.086,10,VALID,RAW,1,24,0,2300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,24,2400,2026-08-15T14:34:02.400,RAW,49.915,49.915,10,VALID,RAW,1,25,0,2400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,25,2500,2026-08-15T14:34:02.500,RAW,49.949,49.949,10,VALID,RAW,1,26,0,2500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,26,2600,2026-08-15T14:34:02.600,RAW,50.037,50.037,10,VALID,RAW,1,27,0,2600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,27,2700,2026-08-15T14:34:02.700,RAW,50.037,50.037,10,VALID,RAW,1,28,0,2700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,28,2800,2026-08-15T14:34:02.800,RAW,49.904,49.904,10,VALID,RAW,1,29,0,2800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,29,2900,2026-08-15T14:34:02.900,RAW,50.098,50.098,10,VALID,RAW,1,30,0,2900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,30,3000,2026-08-15T14:34:03.000,RAW,50.063,50.063,10,VALID,RAW,1,31,0,3000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,31,3100,2026-08-15T14:34:03.100,RAW,49.972,49.972,10,VALID,RAW,1,32,0,3100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,32,3200,2026-08-15T14:34:03.200,RAW,50.011,50.011,10,VALID,RAW,1,33,0,3200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,33,3300,2026-08-15T14:34:03.300,RAW,50.015,50.015,10,VALID,RAW,1,34,0,3300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,34,3400,2026-08-15T14:34:03.400,RAW,49.99,49.99,10,VALID,RAW,1,35,0,3400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,35,3500,2026-08-15T14:34:03.500,RAW,49.966,49.966,10,VALID,RAW,1,36,0,3500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,36,3600,2026-08-15T14:34:03.600,RAW,50.059,50.059,10,VALID,RAW,1,37,0,3600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,37,3700,2026-08-15T14:34:03.700,RAW,49.892,49.892,10,VALID,RAW,1,38,0,3700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,38,3800,2026-08-15T14:34:03.800,RAW,49.947,49.947,10,VALID,RAW,1,39,0,3800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,39,3900,2026-08-15T14:34:03.900,RAW,50.017,50.017,10,VALID,RAW,1,40,0,3900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,40,4000,2026-08-15T14:34:04.000,RAW,50.032,50.032,10,VALID,RAW,1,41,0,4000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,41,4100,2026-08-15T14:34:04.100,RAW,50.175,50.175,10,VALID,RAW,1,42,0,4100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,42,4200,2026-08-15T14:34:04.200,RAW,49.828,49.828,10,VALID,RAW,1,43,0,4200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,43,4300,2026-08-15T14:34:04.300,RAW,49.895,49.895,10,VALID,RAW,1,44,0,4300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,44,4400,2026-08-15T14:34:04.400,RAW,49.986,49.986,10,VALID,RAW,1,45,0,4400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,45,4500,2026-08-15T14:34:04.500,RAW,50.003,50.003,10,VALID,RAW,1,46,0,4500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,46,4600,2026-08-15T14:34:04.600,RAW,50.035,50.035,10,VALID,RAW,1,47,0,4600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,47,4700,2026-08-15T14:34:04.700,RAW,49.975,49.975,10,VALID,RAW,1,48,0,4700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,48,4800,2026-08-15T14:34:04.800,RAW,50.059,50.059,10,VALID,RAW,1,49,0,4800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,49,4900,2026-08-15T14:34:04.900,RAW,50.008,50.008,10,VALID,RAW,1,50,0,4900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,50,5000,2026-08-15T14:34:05.000,RAW,50.009,50.009,10,VALID,RAW,1,51,0,5000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,51,5100,2026-08-15T14:34:05.100,RAW,50.166,50.166,10,VALID,RAW,1,52,0,5100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,52,5200,2026-08-15T14:34:05.200,RAW,50.049,50.049,10,VALID,RAW,1,53,0,5200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,53,5300,2026-08-15T14:34:05.300,RAW,50.118,50.118,10,VALID,RAW,1,54,0,5300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,54,5400,2026-08-15T14:34:05.400,RAW,50.055,50.055,10,VALID,RAW,1,55,0,5400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,55,5500,2026-08-15T14:34:05.500,RAW,50.032,50.032,10,VALID,RAW,1,56,0,5500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,56,5600,2026-08-15T14:34:05.600,RAW,49.928,49.928,10,VALID,RAW,1,57,0,5600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,57,5700,2026-08-15T14:34:05.700,RAW,50.024,50.024,10,VALID,RAW,1,58,0,5700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,58,5800,2026-08-15T14:34:05.800,RAW,50.066,50.066,10,VALID,RAW,1,59,0,5800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,59,5900,2026-08-15T14:34:05.900,RAW,50.118,50.118,10,VALID,RAW,1,60,0,5900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,60,6000,2026-08-15T14:34:06.000,RAW,50.025,50.025,10,VALID,RAW,1,61,0,6000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,61,6100,2026-08-15T14:34:06.100,RAW,49.928,49.928,10,VALID,RAW,1,62,0,6100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,62,6200,2026-08-15T14:34:06.200,RAW,49.888,49.888,10,VALID,RAW,1,63,0,6200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,63,6300,2026-08-15T14:34:06.300,RAW,50.082,50.082,10,VALID,RAW,1,64,0,6300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,64,6400,2026-08-15T14:34:06.400,RAW,50.032,50.032,10,VALID,RAW,1,65,0,6400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,65,6500,2026-08-15T14:34:06.500,RAW,49.96,49.96,10,VALID,RAW,1,66,0,6500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,66,6600,2026-08-15T14:34:06.600,RAW,49.998,49.998,10,VALID,RAW,1,67,0,6600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,67,6700,2026-08-15T14:34:06.700,RAW,50.093,50.093,10,VALID,RAW,1,68,0,6700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,68,6800,2026-08-15T14:34:06.800,RAW,50.144,50.144,10,VALID,RAW,1,69,0,6800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,69,6900,2026-08-15T14:34:06.900,RAW,50.134,50.134,10,VALID,RAW,1,70,0,6900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,70,7000,2026-08-15T14:34:07.000,RAW,49.791,49.791,10,VALID,RAW,1,71,0,7000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,71,7100,2026-08-15T14:34:07.100,RAW,49.968,49.968,10,VALID,RAW,1,72,0,7100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,72,7200,2026-08-15T14:34:07.200,RAW,50.164,50.164,10,VALID,RAW,1,73,0,7200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,73,7300,2026-08-15T14:34:07.300,RAW,50.016,50.016,10,VALID,RAW,1,74,0,7300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,74,7400,2026-08-15T14:34:07.400,RAW,49.986,49.986,10,VALID,RAW,1,75,0,7400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,75,7500,2026-08-15T14:34:07.500,RAW,50.163,50.163,10,VALID,RAW,1,76,0,7500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,76,7600,2026-08-15T14:34:07.600,RAW,50.128,50.128,10,VALID,RAW,1,77,0,7600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,77,7700,2026-08-15T14:34:07.700,RAW,50.233,50.233,10,VALID,RAW,1,78,0,7700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,78,7800,2026-08-15T14:34:07.800,RAW,50.223,50.223,10,VALID,RAW,1,79,0,7800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,79,7900,2026-08-15T14:34:07.900,RAW,49.938,49.938,10,VALID,RAW,1,80,0,7900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,80,8000,2026-08-15T14:34:08.000,RAW,50.067,50.067,10,VALID,RAW,1,81,0,8000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,81,8100,2026-08-15T14:34:08.100,RAW,50.134,50.134,10,VALID,RAW,1,82,0,8100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,82,8200,2026-08-15T14:34:08.200,RAW,49.874,49.874,10,VALID,RAW,1,83,0,8200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,83,8300,2026-08-15T14:34:08.300,RAW,49.901,49.901,10,VALID,RAW,1,84,0,8300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,84,8400,2026-08-15T14:34:08.400,RAW,49.884,49.884,10,VALID,RAW,1,85,0,8400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,85,8500,2026-08-15T14:34:08.500,RAW,49.999,49.999,10,VALID,RAW,1,86,0,8500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,86,8600,2026-08-15T14:34:08.600,RAW,49.767,49.767,10,VALID,RAW,1,87,0,8600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,87,8700,2026-08-15T14:34:08.700,RAW,49.913,49.913,10,VALID,RAW,1,88,0,8700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,88,8800,2026-08-15T14:34:08.800,RAW,49.998,49.998,10,VALID,RAW,1,89,0,8800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,89,8900,2026-08-15T14:34:08.900,RAW,50.002,50.002,10,VALID,RAW,1,90,0,8900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,90,9000,2026-08-15T14:34:09.000,RAW,50.219,50.219,10,VALID,RAW,1,91,0,9000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,91,9100,2026-08-15T14:34:09.100,RAW,50.08,50.08,10,VALID,RAW,1,92,0,9100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,92,9200,2026-08-15T14:34:09.200,RAW,49.974,49.974,10,VALID,RAW,1,93,0,9200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,93,9300,2026-08-15T14:34:09.300,RAW,50.008,50.008,10,VALID,RAW,1,94,0,9300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,94,9400,2026-08-15T14:34:09.400,RAW,50.042,50.042,10,VALID,RAW,1,95,0,9400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,95,9500,2026-08-15T14:34:09.500,RAW,50.067,50.067,10,VALID,RAW,1,96,0,9500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,96,9600,2026-08-15T14:34:09.600,RAW,50.199,50.199,10,VALID,RAW,1,97,0,9600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,97,9700,2026-08-15T14:34:09.700,RAW,50.001,50.001,10,VALID,RAW,1,98,0,9700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,98,9800,2026-08-15T14:34:09.800,RAW,49.948,49.948,10,VALID,RAW,1,99,0,9800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,99,9900,2026-08-15T14:34:09.900,RAW,50.162,50.162,10,VALID,RAW,1,100,0,9900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
