boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,estimator_mode,test_id,cfg_alpha,cfg_beta,cfg_gate_m,cfg_min_dt_s,cfg_max_reject,cfg_preset_id,predict_hold_count,fw_version,schema_version
boot_a1b2c3d4,35,3500,2026-08-15T14:48:03.500,RAW,20.013,20.013,10,VALID,RAW,1,36,0,3500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,36,3600,2026-08-15T14:48:03.600,RAW,19.999,19.999,10,VALID,RAW,1,37,0,3600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,37,3700,2026-08-15T14:48:03.700,RAW,19.953,19.953,10,VALID,RAW,1,38,0,3700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,38,3800,2026-08-15T14:48:03.800,RAW,20.068,20.068,10,VALID,RAW,1,39,0,3800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,39,3900,2026-08-15T14:48:03.900,RAW,20.009,20.009,10,VALID,RAW,1,40,0,3900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,40,4000,2026-08-15T14:48:04.000,RAW,20.054,20.054,10,VALID,RAW,1,41,0,4000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,41,4100,2026-08-15T14:48:04.100,RAW,19.985,19.985,10,VALID,RAW,1,42,0,4100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,42,4200,2026-08-15T14:48:04.200,RAW,19.99,19.99,10,VALID,RAW,1,43,0,4200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,43,4300,2026-08-15T14:48:04.300,RAW,20.021,20.021,10,VALID,RAW,1,44,0,4300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,44,4400,2026-08-15T14:48:04.400,RAW,19.927,19.927,10,VALID,RAW,1,45,0,4400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,45,4500,2026-08-15T14:48:04.500,RAW,19.937,19.937,10,VALID,RAW,1,46,0,4500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,46,4600,2026-08-15T14:48:04.600,RAW,20.038,20.038,10,VALID,RAW,1,47,0,4600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,47,4700,2026-08-15T14:48:04.700,RAW,20.024,20.024,10,VALID,RAW,1,48,0,4700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,48,4800,2026-08-15T14:48:04.800,RAW,20.139,20.139,10,VALID,RAW,1,49,0,4800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,49,4900,2026-08-15T14:48:04.900,RAW,19.919,19.919,10,VALID,RAW,1,50,0,4900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,50,5000,2026-08-15T14:48:05.000,RAW,20.058,20.058,10,VALID,RAW,1,51,0,5000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,51,5100,2026-08-15T14:48:05.100,RAW,20.104,20.104,10,VALID,RAW,1,52,0,5100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,52,5200,2026-08-15T14:48:05.200,RAW,20.055,20.055,10,VALID,RAW,1,53,0,5200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,53,5300,2026-08-15T14:48:05.300,RAW,20.059,20.059,10,VALID,RAW,1,54,0,5300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,54,5400,2026-08-15T14:48:05.400,RAW,20.072,20.072,10,VALID,RAW,1,55,0,5400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,55,5500,2026-08-15T14:48:05.500,RAW,20.048,20.048,10,VALID,RAW,1,56,0,5500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,56,5600,2026-08-15T14:48:05.600,RAW,20.111,20.111,10,VALID,RAW,1,57,0,5600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,57,5700,2026-08-15T14:48:05.700,RAW,20.05,20.05,10,VALID,RAW,1,58,0,5700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,58,5800,2026-08-15T14:48:05.800,RAW,19.95,19.95,10,VALID,RAW,1,59,0,5800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,59,5900,2026-08-15T14:48:05.900,RAW,20.095,20.095,10,VALID,RAW,1,60,0,5900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,60,6000,2026-08-15T14:48:06.000,RAW,20.05,20.05,10,VALID,RAW,1,61,0,6000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,61,6100,2026-08-15T14:48:06.100,RAW,19.92,19.92,10,VALID,RAW,1,62,0,6100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,62,6200,2026-08-15T14:48:06.200,RAW,20.1,20.1,10,VALID,RAW,1,63,0,6200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,63,6300,2026-08-15T14:48:06.300,RAW,20.084,20.084,10,VALID,RAW,1,64,0,6300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,64,6400,2026-08-15T14:48:06.400,RAW,20.04,20.04,10,VALID,RAW,1,65,0,6400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,65,6500,2026-08-15T14:48:06.500,RAW,334.51,334.51,10,VALID,RAW,1,0,30,6500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,66,6600,2026-08-15T14:48:06.600,RAW,20.092,20.092,10,VALID,RAW,1,67,0,6600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,67,6700,2026-08-15T14:48:06.700,RAW,20.036,20.036,10,VALID,RAW,1,68,0,6700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,68,6800,2026-08-15T14:48:06.800,RAW,20.122,20.122,10,VALID,RAW,1,69,0,6800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,69,6900,2026-08-15T14:48:06.900,RAW,20.008,20.008,10,VALID,RAW,1,70,0,6900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,70,7000,2026-08-15T14:48:07.000,RAW,0.0,,10,INVALID,RAW,0,0,30,6900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,71,7100,2026-08-15T14:48:07.100,RAW,20.079,20.079,10,VALID,RAW,1,72,0,7100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,72,7200,2026-08-15T14:48:07.200,RAW,19.984,19.984,10,VALID,RAW,1,73,0,7200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,73,7300,2026-08-15T14:48:07.300,RAW,19.923,19.923,10,VALID,RAW,1,74,0,7300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,74,7400,2026-08-15T14:48:07.400,RAW,19.997,19.997,10,VALID,RAW,1,75,0,7400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,75,7500,2026-08-15T14:48:07.500,RAW,19.938,19.938,10,VALID,RAW,1,76,0,7500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,76,7600,2026-08-15T14:48:07.600,RAW,20.002,20.002,10,VALID,RAW,1,77,0,7600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,77,7700,2026-08-15T14:48:07.700,RAW,20.037,20.037,10,VALID,RAW,1,78,0,7700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,78,7800,2026-08-15T14:48:07.800,RAW,20.022,20.022,10,VALID,RAW,1,79,0,7800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,79,7900,2026-08-15T14:48:07.900,RAW,19.939,19.939,10,VALID,RAW,1,80,0,7900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,80,8000,2026-08-15T14:48:08.000,RAW,19.998,19.998,10,VALID,RAW,1,81,0,8000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,81,8100,2026-08-15T14:48:08.100,RAW,19.99,19.99,10,VALID,RAW,1,82,0,8100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,82,8200,2026-08-15T14:48:08.200,RAW,20.068,20.068,10,VALID,RAW,1,83,0,8200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,83,8300,2026-08-15T14:48:08.300,RAW,20.119,20.119,10,VALID,RAW,1,84,0,8300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,84,8400,2026-08-15T14:48:08.400,RAW,20.105,20.105,10,VALID,RAW,1,85,0,8400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,85,8500,2026-08-15T14:48:08.500,RAW,20.031,20.031,10,VALID,RAW,1,86,0,8500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,86,8600,2026-08-15T14:48:08.600,RAW,20.014,20.014,10,VALID,RAW,1,87,0,8600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,87,8700,2026-08-15T14:48:08.700,RAW,20.114,20.114,10,VALID,RAW,1,88,0,8700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,88,8800,2026-08-15T14:48:08.800,RAW,20.042,20.042,10,VALID,RAW,1,89,0,8800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,89,8900,2026-08-15T14:48:08.900,RAW,20.018,20.018,10,VALID,RAW,1,90,0,8900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,90,9000,2026-08-15T14:48:09.000,RAW,19.951,19.951,10,VALID,RAW,1,91,0,9000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,91,9100,2026-08-15T14:48:09.100,RAW,20.038,20.038,10,VALID,RAW,1,92,0,9100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,92,9200,2026-08-15T14:48:09.200,RAW,20.004,20.004,10,VALID,RAW,1,93,0,9200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,93,9300,2026-08-15T14:48:09.300,RAW,20.068,20.068,10,VALID,RAW,1,94,0,9300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,94,9400,2026-08-15T14:48:09.400,RAW,19.918,19.918,10,VALID,RAW,1,95,0,9400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,95,9500,2026-08-15T14:48:09.500,RAW,19.993,19.993,10,VALID,RAW,1,96,0,9500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,96,9600,2026-08-15T14:48:09.600,RAW,19.968,19.968,10,VALID,RAW,1,97,0,9600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,97,9700,2026-08-15T14:48:09.700,RAW,19.996,19.996,10,VALID,RAW,1,98,0,9700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,98,9800,2026-08-15T14:48:09.800,RAW,19.98,19.98,10,VALID,RAW,1,99,0,9800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,99,9900,2026-08-15T14:48:09.900,RAW,20.159,20.159,10,VALID,RAW,1,100,0,9900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
